Spannung;Sekunde
247.56;463850
230.3;463855
228.88;463860
226.23;463865
232.56;463870
225.15;463875
215.9;463880
239.41;463885
232.53;463890
228.72;463895
232.89;463900
235.16;463905
227.37;463910
240.63;463915
219.61;463920
229.14;463925
231.2;463930
239.37;463935
231.34;463940
222.94;463945
232.15;463950
222.97;463955
233.37;463960
219.16;463965
231.68;463970
247.55;463975
232.1;463980
241.06;463985
239.19;463990
222.32;463995
248.23;464000
234.23;464005
236.36;464010
230.3;464015
236.35;464020
219.44;464025
219.64;464030
239.22;464035
240.8;464040
230.21;464045
224.74;464050
224.12;464055
225.51;464060
238;464065
238.19;464070
228.77;464075
229.89;464080
231.82;464085
229.72;464090
250.37;464095
245.08;464100
237.96;464105
248.57;464110
227.28;464115
228.94;464120
228.9;464125
241.28;464130
225.68;464135
240.69;464140
227.83;464145
232.13;464150
219.07;464155
226.96;464160
232.66;464165
239.15;464170
242.23;464175
227.85;464180
229.43;464185
248.88;464190
223.47;464195
234.71;464200
231.62;464205
233.69;464210
225.67;464215
229.24;464220
235.98;464225
223.75;464230
237.04;464235
228.94;464240
236.35;464245
223.88;464250
229.35;464255
244.67;464260
240.36;464265
222.62;464270
238.7;464275
234.91;464280
243.8;464285
217.75;464290
227.54;464295
216.32;464300
239.18;464305
229.65;464310
220.21;464315
236.25;464320
230.96;464325
231.08;464330
235.33;464335
234.56;464340
242.87;464345
225.17;464350
246.55;464355
239.1;464360
240.09;464365
229.6;464370
238.03;464375
239.48;464380
233.24;464385
229.46;464390
243.8;464395
224.31;464400
227.03;464405
228.07;464410
228.64;464415
222.83;464420
237.48;464425
227.83;464430
230.32;464435
215.72;464440
237.79;464445
236.79;464450
225.55;464455
227.99;464460
230.09;464465
224.82;464470
246.03;464475
236.53;464480
232.66;464485
235.91;464490
225.74;464495
233.94;464500
239.5;464505
232.67;464510
216.4;464515
229.06;464520
233.9;464525
231.6;464530
236.14;464535
232.55;464540
229.61;464545
234.68;464550
226.07;464555
230.44;464560
234.75;464565
224.96;464570
227.62;464575
230.7;464580
235.66;464585
233.52;464590
230.93;464595
232.36;464600
244.37;464605
225.63;464610
230.88;464615
228.65;464620
236.42;464625
239.5;464630
237.84;464635
235.12;464640
231.59;464645
230.64;464650
240.86;464655
229.96;464660
225.3;464665
227.39;464670
232.37;464675
233.84;464680
234.9;464685
237.03;464690
245.43;464695
231.05;464700
240.93;464705
244.92;464710
221.13;464715
245.41;464720
225.54;464725
225.32;464730
224.59;464735
219.75;464740
236.87;464745
235.48;464750
236.96;464755
232.68;464760
233.03;464765
222.93;464770
224.7;464775
233.92;464780
237.23;464785
238.78;464790
228.73;464795
237.67;464800
226.21;464805
224.07;464810
239.77;464815
237.17;464820
232.63;464825
240.02;464830
237.93;464835
228.5;464840
238.1;464845
234.53;464850
230.33;464855
232.67;464860
229.04;464865
238.34;464870
222.29;464875
242.28;464880
236.85;464885
239.34;464890
244.41;464895
237.64;464900
225.19;464905
231.26;464910
228.22;464915
242.15;464920
233.52;464925
223.66;464930
227.2;464935
229.18;464940
234.82;464945
227.71;464950
219.07;464955
227.19;464960
227.53;464965
228.16;464970
236.55;464975
215.55;464980
238.52;464985
233.82;464990
244.84;464995
231.6;465000
231.07;465005
232.29;465010
231.32;465015
231.89;465020
223.21;465025
237.31;465030
220.23;465035
232.82;465040
223.75;465045
245.09;465050
242.93;465055
237.68;465060
233.45;465065
236.22;465070
229.44;465075
240.72;465080
230.4;465085
238.58;465090
235.52;465095
230.44;465100
231.8;465105
222.05;465110
238.16;465115
234.37;465120
222.6;465125
222.89;465130
225.08;465135
228.72;465140
219.4;465145
228.06;465150
231.13;465155
234.58;465160
261.21;465165
229.94;465170
227.99;465175
243.45;465180
232.68;465185
232.31;465190
227.95;465195
227.38;465200
227.64;465205
231.94;465210
225.83;465215
223.87;465220
231.56;465225
224.46;465230
229.54;465235
241.23;465240
228.29;465245
234.11;465250
239.34;465255
231.86;465260
227.25;465265
220.44;465270
230.36;465275
245.33;465280
246.78;465285
235.19;465290
233.81;465295
239.99;465300
222.91;465305
234.73;465310
240.76;465315
237;465320
242.22;465325
223.42;465330
220.77;465335
226.14;465340
231.18;465345
237.87;465350
237.53;465355
242.68;465360
230.68;465365
248.83;465370
229.47;465375
235.68;465380
226.88;465385
221.25;465390
236.04;465395
226.61;465400
233.5;465405
231.37;465410
220.57;465415
235.19;465420
226.25;465425
219.4;465430
225.74;465435
228.12;465440
243.84;465445
236.81;465450
231.12;465455
220.32;465460
232.71;465465
234.27;465470
237.35;465475
243.32;465480
225.77;465485
218.81;465490
231.69;465495
224.3;465500
226.5;465505
238.33;465510
228.2;465515
231.86;465520
233.15;465525
239.03;465530
223.41;465535
232.06;465540
225.24;465545
232.58;465550
234.64;465555
234.27;465560
243.54;465565
224.24;465570
234.47;465575
235.98;465580
222.52;465585
237.06;465590
234.66;465595
244.67;465600
233.46;465605
229.55;465610
227.38;465615
226.02;465620
231.57;465625
229.46;465630
236.62;465635
232.45;465640
236.06;465645
215.64;465650
230.71;465655
233.7;465660
239.75;465665
231.93;465670
227.28;465675
228.74;465680
232.28;465685
217.5;465690
238.19;465695
218.6;465700
241.29;465705
236.18;465710
250.07;465715
232.97;465720
229.99;465725
224.79;465730
244.43;465735
236.92;465740
230.74;465745
236.5;465750
233.78;465755
228.65;465760
237.18;465765
237.05;465770
241.53;465775
237.14;465780
249.03;465785
231.83;465790
236.56;465795
233.61;465800
214.37;465805
231;465810
237.21;465815
228.31;465820
246.46;465825
227.89;465830
231.92;465835
226.19;465840
225.17;465845
234.83;465850
225.17;465855
222.25;465860
234.08;465865
233.56;465870
223.57;465875
235.63;465880
220.61;465885
232.32;465890
225.05;465895
236.13;465900
227.46;465905
215.55;465910
227.5;465915
227.71;465920
219.82;465925
228.81;465930
231.91;465935
241.82;465940
244.9;465945
223.56;465950
237;465955
233.55;465960
242.36;465965
240.13;465970
248.53;465975
239.8;465980
233.08;465985
231.37;465990
231.39;465995
236.38;466000
227.4;466005
231.76;466010
229.06;466015
236.44;466020
232.08;466025
239.59;466030
225.69;466035
229.88;466040
240.2;466045
238.87;466050
236.52;466055
236.13;466060
241.39;466065
232.58;466070
238.2;466075
233.12;466080
230.82;466085
243.17;466090
230.11;466095
237.15;466100
239.11;466105
239.43;466110
221.6;466115
239.86;466120
232.61;466125
225.68;466130
235.8;466135
224.84;466140
231.5;466145
231.62;466150
246.2;466155
241.66;466160
228.43;466165
217.69;466170
235.6;466175
235.89;466180
242.29;466185
236.05;466190
231.59;466195
238.65;466200
237.41;466205
213.55;466210
245.84;466215
241.19;466220
237.5;466225
233.29;466230
216.36;466235
230.73;466240
230.02;466245
253.89;466250
236.11;466255
227.41;466260
234.86;466265
231.33;466270
222.24;466275
232.27;466280
227.21;466285
244.72;466290
237.07;466295
244.03;466300
231.38;466305
221.21;466310
234.19;466315
230.39;466320
228.38;466325
225.08;466330
242.36;466335
234.82;466340
243.87;466345
227.08;466350
241.38;466355
220.34;466360
228.46;466365
236.67;466370
225.17;466375
235.02;466380
244.97;466385
233.65;466390
235.56;466395
235.77;466400
249.23;466405
235.11;466410
231.68;466415
230.43;466420
223.13;466425
227.79;466430
239.99;466435
222.83;466440
229.11;466445
232.01;466450
234.39;466455
231.17;466460
243.85;466465
237.94;466470
238.01;466475
228.95;466480
226.63;466485
232.37;466490
237.51;466495
232.14;466500
237.53;466505
229.33;466510
225.65;466515
231.59;466520
239.49;466525
230.03;466530
239.45;466535
233.35;466540
230.46;466545
233.48;466550
231.49;466555
244.19;466560
228.32;466565
230.01;466570
227.88;466575
236.69;466580
225.48;466585
221.98;466590
232.71;466595
253.16;466600
225.65;466605
229.17;466610
240.06;466615
234;466620
233.41;466625
240.95;466630
236.18;466635
235.38;466640
231.63;466645
234.89;466650
229.57;466655
224.86;466660
231.74;466665
245.21;466670
242.68;466675
229.71;466680
228.4;466685
228.05;466690
249.15;466695
223.81;466700
220.7;466705
237.32;466710
233.52;466715
240.52;466720
225.05;466725
230.61;466730
236.59;466735
220.27;466740
220.47;466745
229.74;466750
239.34;466755
228.01;466760
233.06;466765
238.51;466770
235.84;466775
226.8;466780
235.48;466785
233.93;466790
212.89;466795
223.92;466800
228.42;466805
248.4;466810
231.19;466815
236.89;466820
239.93;466825
225.11;466830
237.99;466835
241.22;466840
220.22;466845
217.8;466850
235.93;466855
238.43;466860
225.61;466865
238.91;466870
239.54;466875
229.32;466880
229.07;466885
235.06;466890
227.09;466895
249.11;466900
229.43;466905
229;466910
227.11;466915
230.32;466920
234.89;466925
215.97;466930
240.24;466935
239.17;466940
236.77;466945
230.34;466950
241.73;466955
233.57;466960
237.02;466965
235.48;466970
224.95;466975
222.69;466980
241.91;466985
226.29;466990
217.73;466995
221.72;467000
221.29;467005
226.05;467010
226.69;467015
218.89;467020
235.05;467025
230.04;467030
232.25;467035
235.16;467040
225.79;467045
245.78;467050
236.53;467055
233.38;467060
230.81;467065
227.9;467070
234.78;467075
221.69;467080
218.19;467085
232.96;467090
227.1;467095
228.55;467100
233.68;467105
217.11;467110
233.41;467115
227.23;467120
244.07;467125
222.38;467130
240.95;467135
231.93;467140
232.72;467145
238.43;467150
226.49;467155
222.66;467160
230.29;467165
239.67;467170
227.81;467175
220.98;467180
233.5;467185
225.66;467190
234.04;467195
228.91;467200
231.58;467205
235.96;467210
229.51;467215
227.57;467220
237.31;467225
222.97;467230
223.37;467235
234.45;467240
230.26;467245
233.34;467250
223.25;467255
218.09;467260
234.38;467265
224.14;467270
244.78;467275
231.79;467280
231.89;467285
240.25;467290
248.89;467295
238.17;467300
224.94;467305
243.67;467310
233.2;467315
222.56;467320
224.01;467325
235.63;467330
233.37;467335
230.65;467340
230.13;467345
224.2;467350
233.79;467355
238.73;467360
229.63;467365
242.64;467370
237.15;467375
223.15;467380
221.51;467385
228.59;467390
240.13;467395
240;467400
237.36;467405
227.91;467410
230.54;467415
232.35;467420
222.52;467425
242.41;467430
233.84;467435
230.48;467440
226.46;467445
237.84;467450
223.42;467455
230.67;467460
225.58;467465
237.53;467470
235.88;467475
243.68;467480
220.66;467485
239.03;467490
223.91;467495
239.46;467500
234.54;467505
238.96;467510
234.2;467515
232.55;467520
229.83;467525
231.44;467530
238.23;467535
224.63;467540
237.92;467545
230.26;467550
235.55;467555
250.44;467560
219.59;467565
220.54;467570
234.5;467575
221.28;467580
233.59;467585
230.29;467590
230.31;467595
229.3;467600
221.62;467605
228.47;467610
229.91;467615
230.95;467620
227.09;467625
232.55;467630
236.62;467635
226;467640
237.47;467645
241.82;467650
231.08;467655
245.36;467660
227.86;467665
229.13;467670
216;467675
219.72;467680
235.4;467685
235.41;467690
220.31;467695
236;467700
238.84;467705
216.86;467710
230.93;467715
215.18;467720
217.22;467725
229.17;467730
232.17;467735
236.56;467740
225.19;467745
238.24;467750
229.86;467755
219.17;467760
237.54;467765
237.78;467770
222.67;467775
235.13;467780
230.44;467785
236.44;467790
230.88;467795
236.72;467800
239.88;467805
247.76;467810
240.2;467815
223.85;467820
227;467825
233.7;467830
226.16;467835
248.03;467840
239.36;467845
240.59;467850
224.73;467855
230.7;467860
239.11;467865
242.44;467870
237.02;467875
245.65;467880
228.34;467885
241.29;467890
229.14;467895
222.52;467900
237.86;467905
229.88;467910
217.97;467915
239.7;467920
242.74;467925
234.64;467930
227.3;467935
243.19;467940
232.98;467945
233.75;467950
234.77;467955
230.53;467960
236.67;467965
221.82;467970
223.27;467975
251.31;467980
238.56;467985
232.8;467990
235.15;467995
238.73;468000
242.72;468005
225.64;468010
231.72;468015
231.62;468020
227.48;468025
229.16;468030
223.81;468035
215.05;468040
216.21;468045
231.35;468050
244.53;468055
244.12;468060
228.69;468065
210.01;468070
240.04;468075
231.24;468080
228.75;468085
236.99;468090
243.11;468095
225.68;468100
245.24;468105
230.95;468110
230.02;468115
225.5;468120
229.5;468125
234.9;468130
227.64;468135
230.98;468140
230.12;468145
224.08;468150
235.37;468155
223.6;468160
232.82;468165
227.48;468170
232.76;468175
231.14;468180
231.79;468185
226.33;468190
216.45;468195
235.83;468200
245.16;468205
234.81;468210
236.29;468215
225.22;468220
232;468225
233.11;468230
220.28;468235
235.81;468240
237.34;468245
232.24;468250
224.79;468255
249.51;468260
243.59;468265
224.5;468270
221.46;468275
233.57;468280
236.17;468285
249.01;468290
237.83;468295
242.72;468300
242.33;468305
244.2;468310
228.63;468315
221.3;468320
235.41;468325
233.97;468330
233.8;468335
222.51;468340
226.66;468345
231.82;468350
226.28;468355
231.04;468360
243.51;468365
240.65;468370
227.79;468375
223.89;468380
242.08;468385
223;468390
244.42;468395
222.4;468400
239.95;468405
227.4;468410
242.06;468415
234.32;468420
228.04;468425
215.9;468430
232.54;468435
227.03;468440
235.98;468445
217.15;468450
226.33;468455
233.31;468460
229.74;468465
235.19;468470
237.36;468475
240.78;468480
237.57;468485
227.39;468490
232.8;468495
233.79;468500
234.73;468505
235.88;468510
241.02;468515
235.34;468520
238.73;468525
239.68;468530
236.88;468535
233.71;468540
227.29;468545
219.46;468550
237.07;468555
240.03;468560
233.28;468565
229.94;468570
231.93;468575
227.25;468580
230.39;468585
242.71;468590
253.2;468595
230.82;468600
237.62;468605
237.58;468610
224.78;468615
225.65;468620
236.45;468625
226.59;468630
235.81;468635
234.96;468640
240.16;468645
242.19;468650
232.71;468655
225.93;468660
226.07;468665
230.42;468670
227.65;468675
236.25;468680
236.4;468685
241.86;468690
227.2;468695
236.31;468700
231.49;468705
239.26;468710
230.86;468715
234.55;468720
229.27;468725
240.41;468730
237.12;468735
231.1;468740
226.11;468745
227.15;468750
225.83;468755
229.83;468760
227.22;468765
218.67;468770
239.25;468775
234.07;468780
241.84;468785
230.79;468790
230.49;468795
233.05;468800
226.76;468805
240.03;468810
247.79;468815
223.66;468820
238.48;468825
225.31;468830
227.1;468835
229.64;468840
229.4;468845
244.2;468850
225.78;468855
223.78;468860
221.67;468865
240.65;468870
236.05;468875
240.05;468880
209.14;468885
229.51;468890
228.03;468895
239.83;468900
230.71;468905
232.64;468910
233.34;468915
233.99;468920
244.11;468925
243.76;468930
231.27;468935
232.33;468940
223.15;468945
237.39;468950
234.4;468955
229.21;468960
237.96;468965
226.13;468970
246.49;468975
235.73;468980
236.81;468985
235.65;468990
229.3;468995
235.38;469000
223.19;469005
241.05;469010
222.23;469015
236.57;469020
225.81;469025
226.62;469030
234.92;469035
231.47;469040
237.19;469045
219.76;469050
223.05;469055
236.61;469060
230.04;469065
234.89;469070
231.97;469075
235.86;469080
232.69;469085
231.01;469090
229.54;469095
220.53;469100
232.62;469105
233.86;469110
236.94;469115
230.82;469120
239.17;469125
235.53;469130
220.33;469135
251.55;469140
236.06;469145
223.04;469150
246.55;469155
236.66;469160
236.18;469165
237.46;469170
228.72;469175
236.15;469180
231.73;469185
233.81;469190
228.67;469195
233.63;469200
225.16;469205
229.61;469210
235.17;469215
242.84;469220
222.06;469225
241.9;469230
229.33;469235
241.35;469240
212.6;469245
237.76;469250
224.49;469255
227.88;469260
226.89;469265
233.96;469270
221.2;469275
239.8;469280
224.08;469285
230.99;469290
225.5;469295
224.08;469300
234.8;469305
220.52;469310
250.13;469315
225.38;469320
234.36;469325
231.89;469330
222.31;469335
218.3;469340
226.5;469345
242.99;469350
241.46;469355
231.79;469360
228.93;469365
216.86;469370
214.25;469375
227.45;469380
233.69;469385
236.76;469390
236.7;469395
223.93;469400
226.91;469405
240.39;469410
233.07;469415
238.19;469420
243.83;469425
230.79;469430
236.64;469435
229.81;469440
235.5;469445
233.39;469450
236.11;469455
230.86;469460
225.14;469465
225.49;469470
215.02;469475
217.8;469480
234.74;469485
235.95;469490
225.63;469495
240.13;469500
237.38;469505
226.68;469510
239.1;469515
227.95;469520
240.22;469525
235.86;469530
230.39;469535
232.61;469540
223.4;469545
238.4;469550
228.84;469555
217.17;469560
227.33;469565
226.43;469570
228.5;469575
229.19;469580
233.73;469585
239.11;469590
224.54;469595
227.02;469600
233.58;469605
249.17;469610
230.69;469615
229.81;469620
225.28;469625
217.2;469630
230.7;469635
246.82;469640
218.23;469645
232.57;469650
237.48;469655
236.52;469660
234.47;469665
223.6;469670
237.65;469675
236.97;469680
240.07;469685
232.98;469690
235.47;469695
238.6;469700
217.58;469705
228.27;469710
235.3;469715
235.74;469720
233.86;469725
248.58;469730
226.44;469735
227.55;469740
227.9;469745
239.55;469750
231.45;469755
227.98;469760
227.61;469765
220.45;469770
233.25;469775
236.41;469780
238.45;469785
230.67;469790
233.15;469795
235.91;469800
233.88;469805
225.47;469810
232.92;469815
229.65;469820
234.41;469825
232.06;469830
232.87;469835
221.03;469840
232.74;469845
223.83;469850
231.54;469855
231.03;469860
227.22;469865
231.02;469870
220.58;469875
232.04;469880
241.18;469885
216.08;469890
228.17;469895
235.93;469900
240.84;469905
229.97;469910
222.83;469915
233.84;469920
231.3;469925
226.36;469930
223.95;469935
235.33;469940
235.36;469945
239.99;469950
245.12;469955
230.62;469960
229.89;469965
230.06;469970
232.31;469975
238.95;469980
247;469985
228.45;469990
224.94;469995
232.05;470000
231.2;470005
236.37;470010
223.59;470015
227.87;470020
234.17;470025
229.35;470030
230.86;470035
240.63;470040
233.77;470045
232.72;470050
231.17;470055
231.82;470060
234.63;470065
233.51;470070
218.04;470075
234.65;470080
217.89;470085
249.73;470090
239.92;470095
240.15;470100
231.97;470105
225.92;470110
228.74;470115
237.15;470120
239.29;470125
229.94;470130
231.58;470135
239.1;470140
224.15;470145
240.29;470150
219.4;470155
234.52;470160
230.25;470165
234.6;470170
223.76;470175
248.37;470180
246.18;470185
243.26;470190
230.55;470195
230.37;470200
233.34;470205
232.8;470210
244.23;470215
221.4;470220
234.96;470225
232.72;470230
239.3;470235
227.44;470240
244.22;470245
229.64;470250
232.47;470255
225.4;470260
234;470265
233.24;470270
233.52;470275
236.54;470280
240.49;470285
231.09;470290
239.58;470295
235.52;470300
240.03;470305
238.88;470310
224.43;470315
219.25;470320
236.95;470325
217.57;470330
237.63;470335
243.85;470340
229.62;470345
230.76;470350
229.36;470355
233.85;470360
226.5;470365
222.27;470370
242.31;470375
230.92;470380
223.56;470385
236.62;470390
243.21;470395
236.06;470400
234.28;470405
237.09;470410
241.52;470415
237.43;470420
230.81;470425
236.34;470430
227.82;470435
217.94;470440
221.79;470445
236.32;470450
230.62;470455
233.22;470460
226.64;470465
232.32;470470
231.92;470475
234.03;470480
233.14;470485
224.07;470490
232.81;470495
231.22;470500
255.3;470505
227.62;470510
237.98;470515
229.13;470520
249.51;470525
221.35;470530
230.2;470535
227.72;470540
236.68;470545
226.49;470550
221.37;470555
242.36;470560
223.86;470565
237.04;470570
233.94;470575
228.67;470580
237.18;470585
242.65;470590
234;470595
230.17;470600
232.49;470605
237.64;470610
226.88;470615
239.08;470620
237.54;470625
221.26;470630
246.14;470635
236.53;470640
218.67;470645
237.35;470650
227.58;470655
243.4;470660
233.79;470665
234.55;470670
229.09;470675
227.79;470680
240.75;470685
226.47;470690
218.54;470695
229.73;470700
233.63;470705
236.06;470710
230.78;470715
226.88;470720
234.49;470725
239.37;470730
231.93;470735
222.12;470740
218.49;470745
231.45;470750
234.27;470755
235.38;470760
243.24;470765
220.47;470770
242.47;470775
252.05;470780
231.47;470785
216.19;470790
249.56;470795
224.56;470800
224.01;470805
220.92;470810
233.44;470815
229.47;470820
216.86;470825
237.05;470830
223.22;470835
231.19;470840
235.47;470845
231.86;470850
233.17;470855
233.4;470860
221.78;470865
230.56;470870
240.23;470875
231.97;470880
230.45;470885
232.14;470890
245.41;470895
232.2;470900
218.99;470905
242.1;470910
219.29;470915
235.59;470920
231.02;470925
231.1;470930
226.25;470935
241.4;470940
220.04;470945
241.96;470950
229.55;470955
233.15;470960
228.93;470965
232.3;470970
235.65;470975
229.42;470980
234.47;470985
246.11;470990
230.4;470995
240.93;471000
233.56;471005
242.01;471010
232.86;471015
224.3;471020
233.39;471025
219.15;471030
239.53;471035
226.41;471040
238.54;471045
229.8;471050
232.23;471055
229.35;471060
226.7;471065
230.7;471070
248.6;471075
233.43;471080
226.19;471085
227.44;471090
212.24;471095
235.61;471100
231.05;471105
236.47;471110
221.6;471115
233.02;471120
234.09;471125
236.22;471130
226.9;471135
241.32;471140
230.4;471145
221.1;471150
231.6;471155
236.89;471160
226.24;471165
221.66;471170
242.79;471175
235.48;471180
243.5;471185
232.75;471190
224.57;471195
238.59;471200
220.09;471205
236.55;471210
229.63;471215
227.76;471220
226.75;471225
238.69;471230
234.21;471235
236.54;471240
241.34;471245
229.78;471250
233.11;471255
237.13;471260
234.65;471265
230.19;471270
235.73;471275
237.09;471280
229.54;471285
222.69;471290
232.23;471295
236.05;471300
229.32;471305
228.1;471310
234.56;471315
234.89;471320
222.35;471325
243.73;471330
232.79;471335
227.01;471340
234.31;471345
217.63;471350
227.36;471355
242.5;471360
248.12;471365
245.7;471370
221.3;471375
228.58;471380
235.27;471385
229.1;471390
234.47;471395
226.83;471400
233.12;471405
231.16;471410
228.76;471415
236.13;471420
229.42;471425
227.19;471430
236.68;471435
232.21;471440
237.93;471445
225.98;471450
231.59;471455
235.17;471460
239.02;471465
234.68;471470
232.03;471475
224.58;471480
245.31;471485
235.88;471490
234.22;471495
220.39;471500
230.31;471505
234.8;471510
235.29;471515
238.79;471520
231.78;471525
247.28;471530
232.53;471535
217.07;471540
227.64;471545
230.22;471550
227.89;471555
237.49;471560
218.88;471565
247.86;471570
217.85;471575
240.4;471580
230.04;471585
227.41;471590
237.25;471595
229.47;471600
232.07;471605
227.68;471610
231.4;471615
235.87;471620
234.88;471625
228.9;471630
225.89;471635
231.7;471640
228.97;471645
235.37;471650
225.63;471655
242.66;471660
237.19;471665
237.88;471670
222.05;471675
224.99;471680
236.28;471685
225.3;471690
235.8;471695
233.02;471700
239.11;471705
233.45;471710
246.41;471715
224.54;471720
235.76;471725
230.58;471730
223.7;471735
220.65;471740
235.62;471745
220.72;471750
236.25;471755
238.98;471760
227.07;471765
235.86;471770
232.83;471775
228.45;471780
239.25;471785
236.98;471790
217.95;471795
229.92;471800
226.68;471805
228.21;471810
243.29;471815
240.62;471820
230.34;471825
239.93;471830
229.75;471835
219.8;471840
250.94;471845
221.61;471850
233.28;471855
232.29;471860
231.17;471865
235.98;471870
230.17;471875
229.92;471880
240.99;471885
241.48;471890
235.52;471895
245.52;471900
225.93;471905
234.77;471910
239.16;471915
238.66;471920
239.82;471925
234.46;471930
233.44;471935
219.36;471940
230.49;471945
230.85;471950
216.87;471955
238.98;471960
222.57;471965
223.63;471970
230.37;471975
213.39;471980
236.34;471985
232.6;471990
230.55;471995
227.07;472000
232.34;472005
243.7;472010
224.17;472015
240.64;472020
222.23;472025
232.03;472030
237.13;472035
235.23;472040
241.61;472045
234.44;472050
236.66;472055
233.21;472060
232.66;472065
231.12;472070
243.61;472075
210.63;472080
231.21;472085
223.49;472090
234.33;472095
236.58;472100
230.33;472105
230.63;472110
246.2;472115
232.5;472120
230.36;472125
234.6;472130
231.71;472135
239.79;472140
217.64;472145
235.35;472150
221.57;472155
230.3;472160
229.11;472165
242.75;472170
223.69;472175
233.22;472180
222.59;472185
242.62;472190
230.53;472195
242.04;472200
233.29;472205
231.65;472210
236.95;472215
238.27;472220
225.76;472225
236.73;472230
232.79;472235
247.09;472240
228.93;472245
226.44;472250
231.45;472255
249.26;472260
226.38;472265
241.68;472270
223.48;472275
218.61;472280
227.76;472285
231.92;472290
234.64;472295
218.08;472300
232.45;472305
225.01;472310
232.72;472315
235.16;472320
231.04;472325
232.14;472330
227.33;472335
235.07;472340
233.1;472345
229.75;472350
238.73;472355
232.79;472360
238.07;472365
235.84;472370
230.82;472375
245.07;472380
222.92;472385
235.32;472390
248.87;472395
231.4;472400
238.25;472405
231.83;472410
237.71;472415
232.01;472420
231.5;472425
237.94;472430
223.79;472435
235.72;472440
221.89;472445
233.7;472450
232.38;472455
234.66;472460
224;472465
219.64;472470
220.67;472475
239.27;472480
231.42;472485
228.05;472490
234.28;472495
219.86;472500
242.1;472505
230.42;472510
229.75;472515
234.2;472520
227.9;472525
220.1;472530
230.69;472535
228.73;472540
224.25;472545
233.06;472550
239.6;472555
222.42;472560
217.79;472565
231.74;472570
224.46;472575
242.13;472580
235.9;472585
237.27;472590
228.96;472595
239.62;472600
228.01;472605
232.82;472610
239.09;472615
235.93;472620
223.97;472625
230.91;472630
229.99;472635
237.58;472640
228.61;472645
208.83;472650
232.8;472655
244.03;472660
224.46;472665
233.4;472670
212.34;472675
235.52;472680
221.13;472685
239.41;472690
241.23;472695
238.13;472700
220.03;472705
238.77;472710
235.66;472715
230.04;472720
236.27;472725
232.89;472730
238.28;472735
235.95;472740
235.74;472745
234.48;472750
232.99;472755
223.82;472760
234.06;472765
221.71;472770
232.96;472775
226.34;472780
237.72;472785
238.78;472790
245.66;472795
222.77;472800
225.68;472805
232.2;472810
235.96;472815
225.75;472820
234.61;472825
222.63;472830
234.32;472835
220.66;472840
221.66;472845
231.54;472850
237.25;472855
224.27;472860
232.18;472865
228.18;472870
226.69;472875
231.1;472880
244.21;472885
225.96;472890
237.13;472895
224.45;472900
238.25;472905
220.47;472910
237.45;472915
244.08;472920
206.13;472925
227.34;472930
233.73;472935
226.81;472940
232.7;472945
236.84;472950
234.41;472955
218.63;472960
223.23;472965
221.73;472970
224.5;472975
237.88;472980
236.51;472985
235.1;472990
231.92;472995
235.59;473000
230.77;473005
220.08;473010
236.33;473015
221.57;473020
240.87;473025
210.93;473030
236.78;473035
233.1;473040
227.7;473045
228.81;473050
233.37;473055
230.62;473060
235.44;473065
233.63;473070
224.5;473075
217.02;473080
235.67;473085
238.38;473090
231.76;473095
230.9;473100
231.2;473105
237.55;473110
235.33;473115
221.8;473120
224.5;473125
218.53;473130
237.05;473135
219.42;473140
227.14;473145
232.71;473150
228.77;473155
228.3;473160
240.32;473165
238.28;473170
231.77;473175
236.8;473180
235.24;473185
226.83;473190
216.19;473195
240.45;473200
230.16;473205
241.13;473210
242.44;473215
222.33;473220
236.62;473225
224.88;473230
213.05;473235
231.51;473240
243.95;473245
228.25;473250
239.25;473255
228.44;473260
223.32;473265
232.77;473270
236.7;473275
235.27;473280
232.23;473285
237.57;473290
235.57;473295
240.19;473300
226.95;473305
224.56;473310
224.73;473315
242.75;473320
226.71;473325
238.39;473330
234.47;473335
223.79;473340
240.18;473345
236.28;473350
229.62;473355
234.17;473360
232.11;473365
230.24;473370
226.94;473375
241;473380
241.91;473385
220.09;473390
233.72;473395
229.25;473400
225.37;473405
226.93;473410
228.69;473415
226.65;473420
225.86;473425
230.84;473430
236.65;473435
231.69;473440
238.17;473445
226.93;473450
227.87;473455
245.44;473460
220.48;473465
221.26;473470
218.71;473475
233.99;473480
240.53;473485
242.67;473490
214.97;473495
226.65;473500
232.98;473505
240.62;473510
242.84;473515
245.51;473520
230.2;473525
227.62;473530
236.37;473535
229.32;473540
230.57;473545
241.97;473550
238.18;473555
241.06;473560
246.53;473565
234.5;473570
239.88;473575
219.06;473580
225.37;473585
228.83;473590
233.82;473595
238.3;473600
217.4;473605
234.15;473610
222.73;473615
236.88;473620
241.96;473625
237.23;473630
225.53;473635
226.06;473640
222.69;473645
239.29;473650
236.44;473655
233.77;473660
212.56;473665
230.06;473670
230.84;473675
220.6;473680
224.73;473685
228.04;473690
239.79;473695
231.2;473700
221.82;473705
224.06;473710
228.88;473715
245.82;473720
229.91;473725
225.68;473730
230.31;473735
233.86;473740
236.02;473745
244.37;473750
219.97;473755
222.57;473760
240.73;473765
247.34;473770
241.01;473775
222.56;473780
229.13;473785
231.4;473790
230.79;473795
231.49;473800
233.96;473805
231.51;473810
234.17;473815
224.11;473820
223.19;473825
230.81;473830
236.45;473835
225.95;473840
247.23;473845
226.9;473850
238.75;473855
232.8;473860
